# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Aug 25 06:57:17 2024
#
# User preference: *
#
# CONSTRAINT:  where (hd_name like '%HD%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN hd_name:        HD ID
# COLUMN hip_name:       HIP ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_letter,hd_name,hip_name,default_flag,sy_snum,sy_pnum,sy_mnum,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_refname,st_spectype,st_teff,st_rad,st_mass,st_logg,sy_refname,glat,glon,sy_dist,sy_vmag,sy_gaiamag
HD 3167 d,HD 3167,d,HD 3167,HIP 2736,0,1,4,0,2017,0,8.47830000,0.077030,,,,,5.03000,0.01583,Msini,0.440000,,860,<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>,,5300.00,0.87,0.85,4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-58.24060,115.11108,47.2899000,8.9700000,8.7622100
HD 3167 d,HD 3167,d,HD 3167,HIP 2736,0,1,4,0,2017,0,8.50900000,0.077570,,,,,6.90000,0.02171,Msini,0.360000,88.90,,<a refstr=CHRISTIANSEN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..122C/abstract target=ref>Christiansen et al. 2017</a>,K0 V,5261.00,0.86,0.86,4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-58.24060,115.11108,47.2899000,8.9700000,8.7622100
HD 3167 e,HD 3167,e,HD 3167,HIP 2736,1,1,4,0,2022,0,96.63000000,0.388500,,,,,8.41000,0.02646,Msini,0.150000,,,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5261.00,0.88,0.84,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-58.24060,115.11108,47.2899000,8.9700000,8.7622100
HD 3167 e,HD 3167,e,HD 3167,HIP 2736,0,1,4,0,2022,0,102.09000000,0.404800,,,,,9.74000,0.03065,Msini,0.600000,,375,<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>,,5300.00,0.87,0.85,4.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-58.24060,115.11108,47.2899000,8.9700000,8.7622100
HD 32518 b,HD 32518,b,HD 32518,HIP 24003,0,1,1,0,2009,0,157.54000000,0.590000,,,,,966.16000,3.04000,Msini,0.010000,,,<a refstr=DOLLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...505.1311D/abstract target=ref> Dollinger et al. 2009 </a>,K1 III,4580.00,10.22,1.13,2.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17.12156,142.12315,122.1150000,6.4300500,6.1193300
HD 32518 b,HD 32518,b,HD 32518,HIP 24003,1,1,1,0,2009,0,157.35000000,0.594000,,,,,905.49313,2.84900,Msini,0.028000,,,<a refstr=DOLLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...505.1311D/abstract target=ref> Dollinger et al. 2009 </a>,K1 III,4580.00,10.22,1.13,2.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17.12156,142.12315,122.1150000,6.4300500,6.1193300
HD 32963 b,HD 32963,b,HD 32963,HIP 23884,0,1,1,0,2015,0,2328.00000000,3.416000,,,,,230.74342,0.72600,Msini,0.069000,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5706.08,1.11,0.98,4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-8.39006,177.53178,38.0786000,7.6000000,7.4275600
HD 32963 b,HD 32963,b,HD 32963,HIP 23884,0,1,1,0,2015,0,2368.00000000,3.409000,,,657.90480,2.07000,657.90480,2.07000,Mass,0.099000,,,<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>,G5 IV,5727.00,,1.03,4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-8.39006,177.53178,38.0786000,7.6000000,7.4275600
HD 32963 b,HD 32963,b,HD 32963,HIP 23884,1,1,1,0,2015,0,2372.00000000,3.410000,,,,,222.48100,0.70000,Msini,0.070000,,,<a refstr=ROWAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...817..104R/abstract target=ref>Rowan et al. 2016</a>,,5727.00,,0.94,4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-8.39006,177.53178,38.0786000,7.6000000,7.4275600
HD 330075 b,HD 330075,b,HD 330075,HIP 77517,1,1,1,0,2004,0,3.38773000,0.040000,,,,,152.55840,0.48000,Msini,0.000000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5000.00,0.84,0.47,4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3.37645,329.80573,45.2989000,9.3600000,9.0915900
HD 330075 b,HD 330075,b,HD 330075,HIP 77517,0,1,1,0,2004,0,3.38773000,0.039000,,,,,197.05000,0.62000,Msini,0.000000,,990,<a refstr=PEPE_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...423..385P/abstract target=ref> Pepe et al. 2004 </a>,K1,5017.00,,0.70,4.22,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3.37645,329.80573,45.2989000,9.3600000,9.0915900
HD 331093 b,HD 331093,b,HD 331093,,1,1,1,0,2021,0,621.62000000,1.440000,,,,,476.74261,1.50000,Msini,0.590000,,,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K0,5544.00,,1.03,4.20,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,4.16881,66.66394,50.1928000,8.3800000,8.1910500
HD 33142 b,HD 33142,b,HD 33142,HIP 23844,1,1,3,0,2011,0,330.00000000,1.074000,,,,,400.46379,1.26000,Msini,0.049000,,,<a refstr=TRIFONOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220603899T/abstract target=ref>Trifonov et al. 2022</a>,K0 III,5025.40,4.17,1.52,3.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-29.22647,214.33741,121.3750000,7.9600000,7.7127400
HD 33142 b,HD 33142,b,HD 33142,HIP 23844,0,1,3,0,2011,0,326.60001000,1.090000,,,,,476.74500,1.50000,Msini,0.120000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5009.00,3.97,1.78,3.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-29.22647,214.33741,121.3750000,7.9600000,7.7127400
HD 33142 b,HD 33142,b,HD 33142,HIP 23844,0,1,3,0,2011,0,326.60000000,1.060000,,,,,413.20000,1.30000,Msini,0.120000,,,<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...26J/abstract target=ref> Johnson et al. 2011 </a>,,5052.00,4.20,1.48,3.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-29.22647,214.33741,121.3750000,7.9600000,7.7127400
HD 33142 b,HD 33142,b,HD 33142,HIP 23844,0,1,3,0,2011,0,326.00000000,1.070000,,,,,440.19455,1.38500,Msini,0.066000,,,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4978.00,4.45,1.41,3.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-29.22647,214.33741,121.3750000,7.9600000,7.7127400
HD 33142 c,HD 33142,c,HD 33142,HIP 23844,1,1,3,0,2018,0,810.20000000,1.955000,,,,,282.86728,0.89000,Msini,0.081000,,,<a refstr=TRIFONOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220603899T/abstract target=ref>Trifonov et al. 2022</a>,K0 III,5025.40,4.17,1.52,3.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-29.22647,214.33741,121.3750000,7.9600000,7.7127400
HD 33142 c,HD 33142,c,HD 33142,HIP 23844,0,1,3,0,2018,0,834.00000000,,,,,,1897.44510,5.97000,Msini,0.050000,,,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,,,,1.62,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-29.22647,214.33741,121.3750000,7.9600000,7.7127400
HD 33142 d,HD 33142,d,HD 33142,HIP 23844,1,1,3,0,2022,0,89.90000000,0.452000,,,,,63.56568,0.20000,Msini,0.191000,,,<a refstr=TRIFONOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220603899T/abstract target=ref>Trifonov et al. 2022</a>,K0 III,5025.40,4.17,1.52,3.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-29.22647,214.33741,121.3750000,7.9600000,7.7127400
HD 332231 b,HD 332231,b,HD 332231,,0,1,1,0,2020,0,18.71204000,0.143600,9.718,0.867,77.55052,0.24400,77.55052,0.24400,Mass,0.032000,98.09,876,<a refstr=DALBA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..241D/abstract target=ref>Dalba et al. 2020</a>,F8,6089.00,1.28,1.13,4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-2.65449,73.36636,80.6665000,8.5580000,8.4183900
HD 332231 b,HD 332231,b,HD 332231,,0,1,1,0,2020,0,18.71207120,,,,,,,,,0.032000,,,<a refstr=DALBA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..241D/abstract target=ref>Dalba et al. 2020</a>,F8,6089.00,1.28,1.13,4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-2.65449,73.36636,80.6665000,8.5580000,8.4183900
HD 332231 b,HD 332231,b,HD 332231,,0,1,1,0,2020,0,18.71181840,,10.577,0.944,,,,,,,162.94,995,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6125.00,1.27,,4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-2.65449,73.36636,80.6665000,8.5580000,8.4183900
HD 332231 b,HD 332231,b,HD 332231,,0,1,1,0,2020,0,18.71204000,,,,,,,,,,,,<a refstr=DALBA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..241D/abstract target=ref>Dalba et al. 2020</a>,F8,6089.00,1.28,1.13,4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-2.65449,73.36636,80.6665000,8.5580000,8.4183900
HD 332231 b,HD 332231,b,HD 332231,,1,1,1,0,2020,0,18.71202400,0.145000,9.073,0.809,74.10000,0.23314,74.10000,0.23314,Mass,0.000000,,798,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6128.00,1.27,1.16,4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-2.65449,73.36636,80.6665000,8.5580000,8.4183900
HD 33283 b,HD 33283,b,HD 33283,HIP 23889,0,2,1,0,2006,0,18.17900000,0.145000,,,,,104.88000,0.33000,Msini,0.480000,,,<a refstr=JOHNSON_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...647..600J/abstract target=ref> Johnson et al. 2006 </a>,G3 V,5995.00,1.20,1.24,4.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-33.50524,228.49712,89.8623000,8.0500000,7.8993300
HD 33283 b,HD 33283,b,HD 33283,HIP 23889,1,2,1,0,2006,0,18.19910000,0.150800,,,,,104.56607,0.32900,Msini,0.399000,,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G3/G5 V,5935.00,1.97,1.38,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-33.50524,228.49712,89.8623000,8.0500000,7.8993300
HD 33283 b,HD 33283,b,HD 33283,HIP 23889,0,2,1,0,2006,0,18.17900000,0.150000,,,,,117.59710,0.37000,Msini,0.480000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6108.00,1.74,1.47,4.12,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-33.50524,228.49712,89.8623000,8.0500000,7.8993300
HD 33564 b,HD 33564,b,HD 33564,HIP 25110,1,1,1,0,2005,0,388.00000000,1.100000,,,,,2892.10000,9.10000,Msini,0.340000,,,<a refstr=GALLAND_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..21G/abstract target=ref> Galland et al. 2005 </a>,F6 V,6250.00,,1.25,4.00,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22.64801,133.73361,20.9531000,5.1011100,4.9715500
HD 33844 b,HD 33844,b,HD 33844,HIP 24275,1,1,2,0,2015,0,551.40002000,1.600000,,,,,638.83830,2.01000,Msini,0.150000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4861.00,5.39,1.84,3.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-28.49413,215.89677,105.7790000,7.2900000,7.0115300
HD 33844 b,HD 33844,b,HD 33844,HIP 24275,0,1,2,0,2015,0,551.40000000,1.600000,,,,,622.94680,1.96000,Msini,0.150000,,,<a refstr=WITTENMYER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...35W/abstract target=ref>Wittenmyer et al. 2016</a>,K0 III,4861.00,5.29,1.78,3.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-28.49413,215.89677,105.7790000,7.2900000,7.0115300
HD 33844 c,HD 33844,c,HD 33844,HIP 24275,1,1,2,0,2015,0,916.00000000,2.240000,,,,,556.20250,1.75000,Msini,0.130000,,,<a refstr=WITTENMYER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...35W/abstract target=ref>Wittenmyer et al. 2016</a>,K0 III,4861.00,5.29,1.78,3.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-28.49413,215.89677,105.7790000,7.2900000,7.0115300
HD 34445 b,HD 34445,b,HD 34445,HIP 24681,1,1,6,0,2009,0,1049.00000000,2.070000,,,,,260.62060,0.82000,Msini,0.270000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5879.00,1.38,1.14,4.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-17.02221,195.03880,46.0907000,7.3100000,7.1494700
HD 34445 b,HD 34445,b,HD 34445,HIP 24681,0,1,6,0,2009,0,1059.00000000,2.105000,,,,,209.13109,0.65800,Msini,0.103000,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5829.49,1.48,1.11,4.15,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-17.02221,195.03880,46.0907000,7.3100000,7.1494700
HD 34445 b,HD 34445,b,HD 34445,HIP 24681,0,1,6,0,2009,0,1056.70000000,2.075000,,,,,200.00000,0.62900,Msini,0.014000,,,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,G0 V,5836.00,1.38,1.07,4.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-17.02221,195.03880,46.0907000,7.3100000,7.1494700
HD 34445 b,HD 34445,b,HD 34445,HIP 24681,0,1,6,0,2009,0,1049.00000000,2.070000,,,,,250.00000,0.79000,Msini,0.270000,,,<a refstr=HOWARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721.1467H/abstract target=ref> Howard et al. 2010 </a>,,5836.00,1.38,1.07,4.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-17.02221,195.03880,46.0907000,7.3100000,7.1494700
HD 34445 c,HD 34445,c,HD 34445,HIP 24681,1,1,6,0,2017,0,214.67000000,0.718100,,,,,53.50000,0.16800,Msini,0.036000,,,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,G0 V,5836.00,1.38,1.07,4.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-17.02221,195.03880,46.0907000,7.3100000,7.1494700
HD 34445 d,HD 34445,d,HD 34445,HIP 24681,1,1,6,0,2017,0,117.87000000,0.481700,,,,,30.70000,0.09700,Msini,0.027000,,,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,G0 V,5836.00,1.38,1.07,4.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-17.02221,195.03880,46.0907000,7.3100000,7.1494700
HD 34445 e,HD 34445,e,HD 34445,HIP 24681,1,1,6,0,2017,0,49.17500000,0.268700,,,,,16.80000,0.05290,Msini,0.090000,,,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,G0 V,5836.00,1.38,1.07,4.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-17.02221,195.03880,46.0907000,7.3100000,7.1494700
HD 34445 f,HD 34445,f,HD 34445,HIP 24681,1,1,6,0,2017,0,676.80000000,1.543000,,,,,37.90000,0.11900,Msini,0.031000,,,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,G0 V,5836.00,1.38,1.07,4.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-17.02221,195.03880,46.0907000,7.3100000,7.1494700
HD 34445 g,HD 34445,g,HD 34445,HIP 24681,1,1,6,0,2017,0,5700.00000000,6.360000,,,,,120.60000,0.38000,Msini,0.032000,,,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,G0 V,5836.00,1.38,1.07,4.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-17.02221,195.03880,46.0907000,7.3100000,7.1494700
HD 35759 b,HD 35759,b,HD 35759,HIP 25883,1,1,1,0,2016,0,82.46700000,0.389000,,,,,1195.04080,3.76000,Msini,0.389000,,,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,G0,6060.00,,1.15,4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.21302,148.03067,71.2423000,7.7400000,7.5960600
HD 360 b,HD 360,b,HD 360,,1,1,1,0,2021,0,273.10000000,0.980000,,,,,238.37131,0.75000,Msini,0.139000,,,<a refstr=TENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASJ..tmp..128T/abstract target=ref>Teng et al. 2021</a>,G8 III,4770.00,10.86,1.69,2.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-69.04549,91.79265,111.5420000,5.9860000,5.7089500
HD 36384 b,HD 36384,b,HD 36384,HIP 26638,1,1,1,0,2023,0,490.00000000,1.300000,,,,,2097.66749,6.60000,Msini,0.200000,,,<a refstr=LEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805994L/abstract target=ref>Lee et al. 2023</a>,M0 III,3940.00,38.40,1.14,1.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21.70555,138.25643,209.3090000,6.1883900,5.4814700
HD 3651 b,HD 3651,b,HD 3651,HIP 3093,0,1,1,0,2003,0,62.24200000,0.295500,,,,,69.98582,0.22020,Msini,0.614000,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5205.95,0.87,0.89,4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-41.53458,119.16987,11.1336000,5.8843700,5.6525500
HD 3651 b,HD 3651,b,HD 3651,HIP 3093,0,1,1,0,2003,0,62.21800000,0.295000,,,,,72.78000,0.22900,Msini,0.596000,,,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,K0 V,5221.00,,0.88,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-41.53458,119.16987,11.1336000,5.8843700,5.6525500
HD 3651 b,HD 3651,b,HD 3651,HIP 3093,0,1,1,0,2003,0,62.20600000,0.296000,,,,,72.10000,0.22700,Msini,0.618000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5274.92,0.87,0.90,4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-41.53458,119.16987,11.1336000,5.8843700,5.6525500
